food|noun
to surprise|verb|{'infinitive':'to surprise','past':'surprised','present':'surprises', 'future':'will surprise'}
to surround|verb|{'infinitive':'to surround','past':'surrounded','present':'surrounds', 'future':'will surround'}
to suspect|verb|{'infinitive':'to suspect','past':'suspected','present':'suspects', 'future':'will suspect'}
to suspend|verb|{'infinitive':'to suspend','past':'suspended','present':'suspends', 'future':'will suspend'}
to swear|verb|{'infinitive':'to swear','past':'sweared','present':'swears', 'future':'will swear'}
to sweat|verb|{'infinitive':'to sweat','past':'sweated','present':'sweats', 'future':'will sweat'}
to sweep|verb|{'infinitive':'to sweep','past':'sweepped','present':'sweeps', 'future':'will sweep'}
to swell|verb|{'infinitive':'to swell','past':'swelled','present':'swells', 'future':'will swell'}
to swim|verb|{'infinitive':'to swim','past':'swimed','present':'swims', 'future':'will swim'}
to swing|verb|{'infinitive':'to swing','past':'swinged','present':'swings', 'future':'will swing'}
to switch|verb|{'infinitive':'to switch','past':'switched','present':'switchs', 'future':'will switch'}
to symbolize|verb|{'infinitive':'to symbolize','past':'symbolized','present':'symbolizes', 'future':'will symbolize'}
to synthesize|verb|{'infinitive':'to synthesize','past':'synthesized','present':'synthesizes', 'future':'will synthesize'}
to systemize|verb|{'infinitive':'to systemize','past':'systemized','present':'systemizes', 'future':'will systemize'}
to tabulate|verb|{'infinitive':'to tabulate','past':'tabulated','present':'tabulates', 'future':'will tabulate'}
to take|verb|{'infinitive':'to take','past':'taked','present':'takes', 'future':'will take'}
to talk|verb|{'infinitive':'to talk','past':'talked','present':'talks', 'future':'will talk'}
to tame|verb|{'infinitive':'to tame','past':'tamed','present':'tames', 'future':'will tame'}
to tap|verb|{'infinitive':'to tap','past':'tapped','present':'taps', 'future':'will tap'}
to target|verb|{'infinitive':'to target','past':'targeted','present':'targets', 'future':'will target'}
to taste|verb|{'infinitive':'to taste','past':'tasted','present':'tastes', 'future':'will taste'}
to teach|verb|{'infinitive':'to teach','past':'teached','present':'teachs', 'future':'will teach'}
to tear|verb|{'infinitive':'to tear','past':'teared','present':'tears', 'future':'will tear'}
to tease|verb|{'infinitive':'to tease','past':'teased','present':'teases', 'future':'will tease'}
to telephone|verb|{'infinitive':'to telephone','past':'telephoned','present':'telephones', 'future':'will telephone'}
to tell|verb|{'infinitive':'to tell','past':'telled','present':'tells', 'future':'will tell'}
to tempt|verb|{'infinitive':'to tempt','past':'tempted','present':'tempts', 'future':'will tempt'}
to terrify|verb|{'infinitive':'to terrify','past':'terrified','present':'terrifys', 'future':'will terrify'}
to test|verb|{'infinitive':'to test','past':'tested','present':'tests', 'future':'will test'}
to thank|verb|{'infinitive':'to thank','past':'thanked','present':'thanks', 'future':'will thank'}
to thaw|verb|{'infinitive':'to thaw','past':'thawed','present':'thaws', 'future':'will thaw'}
to think|verb|{'infinitive':'to think','past':'thinked','present':'thinks', 'future':'will think'}
to thrive|verb|{'infinitive':'to thrive','past':'thrived','present':'thrives', 'future':'will thrive'}
to throw|verb|{'infinitive':'to throw','past':'throwed','present':'throws', 'future':'will throw'}
to thrust|verb|{'infinitive':'to thrust','past':'thrusted','present':'thrusts', 'future':'will thrust'}
to tick|verb|{'infinitive':'to tick','past':'ticked','present':'ticks', 'future':'will tick'}
to tickle|verb|{'infinitive':'to tickle','past':'tickled','present':'tickles', 'future':'will tickle'}
to tie|verb|{'infinitive':'to tie','past':'tied','present':'ties', 'future':'will tie'}
to time|verb|{'infinitive':'to time','past':'timed','present':'times', 'future':'will time'}
to tip|verb|{'infinitive':'to tip','past':'tipped','present':'tips', 'future':'will tip'}
to tire|verb|{'infinitive':'to tire','past':'tired','present':'tires', 'future':'will tire'}
to touch|verb|{'infinitive':'to touch','past':'touched','present':'touchs', 'future':'will touch'}
to tour|verb|{'infinitive':'to tour','past':'toured','present':'tours', 'future':'will tour'}
to tow|verb|{'infinitive':'to tow','past':'towed','present':'tows', 'future':'will tow'}
to trace|verb|{'infinitive':'to trace','past':'traced','present':'traces', 'future':'will trace'}
to trade|verb|{'infinitive':'to trade','past':'traded','present':'trades', 'future':'will trade'}
to train|verb|{'infinitive':'to train','past':'trained','present':'trains', 'future':'will train'}
to transcribe|verb|{'infinitive':'to transcribe','past':'transcribed','present':'transcribes', 'future':'will transcribe'}
to transfer|verb|{'infinitive':'to transfer','past':'transfered','present':'transfers', 'future':'will transfer'}
to transform|verb|{'infinitive':'to transform','past':'transformed','present':'transforms', 'future':'will transform'}
to translate|verb|{'infinitive':'to translate','past':'translated','present':'translates', 'future':'will translate'}
to transport|verb|{'infinitive':'to transport','past':'transported','present':'transports', 'future':'will transport'}
to trap|verb|{'infinitive':'to trap','past':'trapped','present':'traps', 'future':'will trap'}
to travel|verb|{'infinitive':'to travel','past':'traveled','present':'travels', 'future':'will travel'}
to tread|verb|{'infinitive':'to tread','past':'treaded','present':'treads', 'future':'will tread'}
to treat|verb|{'infinitive':'to treat','past':'treated','present':'treats', 'future':'will treat'}
to tremble|verb|{'infinitive':'to tremble','past':'trembled','present':'trembles', 'future':'will tremble'}
to trick|verb|{'infinitive':'to trick','past':'tricked','present':'tricks', 'future':'will trick'}
to trip|verb|{'infinitive':'to trip','past':'tripped','present':'trips', 'future':'will trip'}
to trot|verb|{'infinitive':'to trot','past':'troted','present':'trots', 'future':'will trot'}
to trouble|verb|{'infinitive':'to trouble','past':'troubled','present':'troubles', 'future':'will trouble'}
to troubleshoot|verb|{'infinitive':'to troubleshoot','past':'troubleshooted','present':'troubleshoots', 'future':'will troubleshoot'}
to trust|verb|{'infinitive':'to trust','past':'trusted','present':'trusts', 'future':'will trust'}
to try|verb|{'infinitive':'to try','past':'tried','present':'trys', 'future':'will try'}
to tug|verb|{'infinitive':'to tug','past':'tuged','present':'tugs', 'future':'will tug'}
to tumble|verb|{'infinitive':'to tumble','past':'tumbled','present':'tumbles', 'future':'will tumble'}
to turn|verb|{'infinitive':'to turn','past':'turned','present':'turns', 'future':'will turn'}
to tutor|verb|{'infinitive':'to tutor','past':'tutored','present':'tutors', 'future':'will tutor'}
to twist|verb|{'infinitive':'to twist','past':'twisted','present':'twists', 'future':'will twist'}
to type|verb|{'infinitive':'to type','past':'typed','present':'types', 'future':'will type'}
to undergo|verb|{'infinitive':'to undergo','past':'undergoed','present':'undergos', 'future':'will undergo'}
to understand|verb|{'infinitive':'to understand','past':'understanded','present':'understands', 'future':'will understand'}
to undertake|verb|{'infinitive':'to undertake','past':'undertaked','present':'undertakes', 'future':'will undertake'}
to undress|verb|{'infinitive':'to undress','past':'undressed','present':'undresss', 'future':'will undress'}
to unfasten|verb|{'infinitive':'to unfasten','past':'unfastened','present':'unfastens', 'future':'will unfasten'}
to unify|verb|{'infinitive':'to unify','past':'unified','present':'unifys', 'future':'will unify'}
to unite|verb|{'infinitive':'to unite','past':'united','present':'unites', 'future':'will unite'}
to unlock|verb|{'infinitive':'to unlock','past':'unlocked','present':'unlocks', 'future':'will unlock'}
to unpack|verb|{'infinitive':'to unpack','past':'unpacked','present':'unpacks', 'future':'will unpack'}
to untidy|verb|{'infinitive':'to untidy','past':'untidied','present':'untidys', 'future':'will untidy'}
to update|verb|{'infinitive':'to update','past':'updated','present':'updates', 'future':'will update'}
to upgrade|verb|{'infinitive':'to upgrade','past':'upgraded','present':'upgrades', 'future':'will upgrade'}
to uphold|verb|{'infinitive':'to uphold','past':'upholded','present':'upholds', 'future':'will uphold'}
to upset|verb|{'infinitive':'to upset','past':'upseted','present':'upsets', 'future':'will upset'}
to use|verb|{'infinitive':'to use','past':'used','present':'uses', 'future':'will use'}
to utilize|verb|{'infinitive':'to utilize','past':'utilized','present':'utilizes', 'future':'will utilize'}
to vanish|verb|{'infinitive':'to vanish','past':'vanished','present':'vanishs', 'future':'will vanish'}
to verbalize|verb|{'infinitive':'to verbalize','past':'verbalized','present':'verbalizes', 'future':'will verbalize'}
to verify|verb|{'infinitive':'to verify','past':'verified','present':'verifys', 'future':'will verify'}
to vex|verb|{'infinitive':'to vex','past':'vexed','present':'vexs', 'future':'will vex'}
to visit|verb|{'infinitive':'to visit','past':'visited','present':'visits', 'future':'will visit'}
to wail|verb|{'infinitive':'to wail','past':'wailed','present':'wails', 'future':'will wail'}
to wait|verb|{'infinitive':'to wait','past':'waited','present':'waits', 'future':'will wait'}
to wake|verb|{'infinitive':'to wake','past':'waked','present':'wakes', 'future':'will wake'}
to walk|verb|{'infinitive':'to walk','past':'walked','present':'walks', 'future':'will walk'}
to wander|verb|{'infinitive':'to wander','past':'wandered','present':'wanders', 'future':'will wander'}
to want|verb|{'infinitive':'to want','past':'wanted','present':'wants', 'future':'will want'}
to warm|verb|{'infinitive':'to warm','past':'warmed','present':'warms', 'future':'will warm'}
to warn|verb|{'infinitive':'to warn','past':'warned','present':'warns', 'future':'will warn'}
to wash|verb|{'infinitive':'to wash','past':'washed','present':'washs', 'future':'will wash'}
to waste|verb|{'infinitive':'to waste','past':'wasted','present':'wastes', 'future':'will waste'}
to watch|verb|{'infinitive':'to watch','past':'watched','present':'watchs', 'future':'will watch'}
to water|verb|{'infinitive':'to water','past':'watered','present':'waters', 'future':'will water'}
to wave|verb|{'infinitive':'to wave','past':'waved','present':'waves', 'future':'will wave'}
to wear|verb|{'infinitive':'to wear','past':'weared','present':'wears', 'future':'will wear'}
to weave|verb|{'infinitive':'to weave','past':'weaved','present':'weaves', 'future':'will weave'}
to wed|verb|{'infinitive':'to wed','past':'weded','present':'weds', 'future':'will wed'}
to weep|verb|{'infinitive':'to weep','past':'weepped','present':'weeps', 'future':'will weep'}
to weigh|verb|{'infinitive':'to weigh','past':'weighed','present':'weighs', 'future':'will weigh'}
to welcome|verb|{'infinitive':'to welcome','past':'welcomed','present':'welcomes', 'future':'will welcome'}
to wend|verb|{'infinitive':'to wend','past':'wended','present':'wends', 'future':'will wend'}
to wet|verb|{'infinitive':'to wet','past':'weted','present':'wets', 'future':'will wet'}
to whine|verb|{'infinitive':'to whine','past':'whined','present':'whines', 'future':'will whine'}
to whip|verb|{'infinitive':'to whip','past':'whipped','present':'whips', 'future':'will whip'}
to whirl|verb|{'infinitive':'to whirl','past':'whirled','present':'whirls', 'future':'will whirl'}
to whisper|verb|{'infinitive':'to whisper','past':'whispered','present':'whispers', 'future':'will whisper'}
to whistle|verb|{'infinitive':'to whistle','past':'whistled','present':'whistles', 'future':'will whistle'}
to win|verb|{'infinitive':'to win','past':'wined','present':'wins', 'future':'will win'}
to wind|verb|{'infinitive':'to wind','past':'winded','present':'winds', 'future':'will wind'}
to wink|verb|{'infinitive':'to wink','past':'winked','present':'winks', 'future':'will wink'}
to wipe|verb|{'infinitive':'to wipe','past':'wiped','present':'wipes', 'future':'will wipe'}
to wish|verb|{'infinitive':'to wish','past':'wished','present':'wishs', 'future':'will wish'}
to withdraw|verb|{'infinitive':'to withdraw','past':'withdrawed','present':'withdraws', 'future':'will withdraw'}
to withhold|verb|{'infinitive':'to withhold','past':'withholded','present':'withholds', 'future':'will withhold'}
to withstand|verb|{'infinitive':'to withstand','past':'withstanded','present':'withstands', 'future':'will withstand'}
to wobble|verb|{'infinitive':'to wobble','past':'wobbled','present':'wobbles', 'future':'will wobble'}
to wonder|verb|{'infinitive':'to wonder','past':'wondered','present':'wonders', 'future':'will wonder'}
to work|verb|{'infinitive':'to work','past':'worked','present':'works', 'future':'will work'}
to worry|verb|{'infinitive':'to worry','past':'worried','present':'worrys', 'future':'will worry'}
to wrap|verb|{'infinitive':'to wrap','past':'wrapped','present':'wraps', 'future':'will wrap'}
to wreck|verb|{'infinitive':'to wreck','past':'wrecked','present':'wrecks', 'future':'will wreck'}
to wrestle|verb|{'infinitive':'to wrestle','past':'wrestled','present':'wrestles', 'future':'will wrestle'}
to wriggle|verb|{'infinitive':'to wriggle','past':'wriggled','present':'wriggles', 'future':'will wriggle'}
to wring|verb|{'infinitive':'to wring','past':'wringed','present':'wrings', 'future':'will wring'}
to write|verb|{'infinitive':'to write','past':'writed','present':'writes', 'future':'will write'}
to x-ray|verb|{'infinitive':'to x-ray','past':'x-raied','present':'x-rays', 'future':'will x-ray'}
to yawn|verb|{'infinitive':'to yawn','past':'yawned','present':'yawns', 'future':'will yawn'}
to yell|verb|{'infinitive':'to yell','past':'yelled','present':'yells', 'future':'will yell'}
to zip|verb|{'infinitive':'to zip','past':'zipped','present':'zips', 'future':'will zip'}
to zoom|verb|{'infinitive':'to zoom','past':'zoomed','present':'zooms', 'future':'will zoom'}
